"created_at","modified_at","id","pincode","district","country","idirect_state","cersai_state"
"","",1,"504100","ADILABAD","INDIA","TELANGANA","TS"
"","",2,"504305","ADILABAD","INDIA","TELANGANA","TS"
"","",3,"504328","ADILABAD","INDIA","TELANGANA","TS"
"","",4,"504926","ADILABAD","INDIA","TELANGANA","TS"
"","",5,"504271","ADILABAD","INDIA","TELANGANA","TS"
"","",6,"504304","ADILABAD","INDIA","TELANGANA","TS"
"","",7,"504307","ADILABAD","INDIA","TELANGANA","TS"
"","",8,"504308","ADILABAD","INDIA","TELANGANA","TS"
"","",9,"504309","ADILABAD","INDIA","TELANGANA","TS"
"","",10,"504311","ADILABAD","INDIA","TELANGANA","TS"
"","",11,"504312","ADILABAD","INDIA","TELANGANA","TS"
"","",12,"504323","ADILABAD","INDIA","TELANGANA","TS"
"","",13,"504002","ADILABAD","INDIA","TELANGANA","TS"
"","",14,"504001","ADILABAD","INDIA","TELANGANA","TS"
"","",15,"465230","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",16,"465441","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",17,"465445","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",18,"465447","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",19,"465449","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",20,"465550","AGAR MALWA","INDIA","MADHYA PRADESH","MP"
"","",21,"262004","AGRA","INDIA","UTTAR PRADESH","UP"
"","",22,"282152","AGRA","INDIA","UTTAR PRADESH","UP"
"","",23,"282531","AGRA","INDIA","UTTAR PRADESH","UP"
"","",24,"283001","AGRA","INDIA","UTTAR PRADESH","UP"
"","",25,"288201","AGRA","INDIA","UTTAR PRADESH","UP"
"","",26,"282431","AGRA","INDIA","UTTAR PRADESH","UP"
"","",27,"288114","AGRA","INDIA","UTTAR PRADESH","UP"
"","",28,"282007","AGRA","INDIA","UTTAR PRADESH","UP"
"","",29,"282003","AGRA","INDIA","UTTAR PRADESH","UP"
"","",30,"282004","AGRA","INDIA","UTTAR PRADESH","UP"
"","",31,"282005","AGRA","INDIA","UTTAR PRADESH","UP"
"","",32,"282006","AGRA","INDIA","UTTAR PRADESH","UP"
"","",33,"282008","AGRA","INDIA","UTTAR PRADESH","UP"
"","",34,"282009","AGRA","INDIA","UTTAR PRADESH","UP"
"","",35,"282010","AGRA","INDIA","UTTAR PRADESH","UP"
"","",36,"283101","AGRA","INDIA","UTTAR PRADESH","UP"
"","",37,"283102","AGRA","INDIA","UTTAR PRADESH","UP"
"","",38,"283104","AGRA","INDIA","UTTAR PRADESH","UP"
"","",39,"283105","AGRA","INDIA","UTTAR PRADESH","UP"
"","",40,"283110","AGRA","INDIA","UTTAR PRADESH","UP"
"","",41,"283111","AGRA","INDIA","UTTAR PRADESH","UP"
"","",42,"283112","AGRA","INDIA","UTTAR PRADESH","UP"
"","",43,"283113","AGRA","INDIA","UTTAR PRADESH","UP"
"","",44,"283114","AGRA","INDIA","UTTAR PRADESH","UP"
"","",45,"283115","AGRA","INDIA","UTTAR PRADESH","UP"
"","",46,"283119","AGRA","INDIA","UTTAR PRADESH","UP"
"","",47,"283121","AGRA","INDIA","UTTAR PRADESH","UP"
"","",48,"283122","AGRA","INDIA","UTTAR PRADESH","UP"
"","",49,"283123","AGRA","INDIA","UTTAR PRADESH","UP"
"","",50,"283124","AGRA","INDIA","UTTAR PRADESH","UP"
"","",51,"283125","AGRA","INDIA","UTTAR PRADESH","UP"
"","",52,"283126","AGRA","INDIA","UTTAR PRADESH","UP"
"","",53,"283201","AGRA","INDIA","UTTAR PRADESH","UP"
"","",54,"283202","AGRA","INDIA","UTTAR PRADESH","UP"
"","",55,"282001","AGRA","INDIA","UTTAR PRADESH","UP"
"","",56,"282002","AGRA","INDIA","UTTAR PRADESH","UP"
"","",57,"380010","AHMADABAD","INDIA","GUJARAT","GJ"
"","",58,"380053","AHMADABAD","INDIA","GUJARAT","GJ"
"","",59,"382451","AHMADABAD","INDIA","GUJARAT","GJ"
"","",60,"380012","AHMADABAD","INDIA","GUJARAT","GJ"
"","",61,"380056","AHMADABAD","INDIA","GUJARAT","GJ"
"","",62,"382151","AHMADABAD","INDIA","GUJARAT","GJ"
"","",63,"382276","AHMADABAD","INDIA","GUJARAT","GJ"
"","",64,"382325","AHMADABAD","INDIA","GUJARAT","GJ"
"","",65,"382346","AHMADABAD","INDIA","GUJARAT","GJ"
"","",66,"382410","AHMADABAD","INDIA","GUJARAT","GJ"
"","",67,"363610","AHMADABAD","INDIA","GUJARAT","GJ"
"","",68,"380017","AHMADABAD","INDIA","GUJARAT","GJ"
"","",69,"380025","AHMADABAD","INDIA","GUJARAT","GJ"
"","",70,"382352","AHMADABAD","INDIA","GUJARAT","GJ"
"","",71,"387810","AHMADABAD","INDIA","GUJARAT","GJ"
"","",72,"428601","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",73,"412310","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",74,"413731","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",75,"414090","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",76,"414108","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",77,"414200","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",78,"414307","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",79,"414506","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",80,"414804","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",81,"422560","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",82,"422609","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",83,"422614","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",84,"422617","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",85,"422640","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",86,"422665","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",87,"413121","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",88,"413173","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",89,"419503","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",90,"414104","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",91,"410001","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",92,"414143","AHMADNAGAR","INDIA","MAHARASHTRA","MH"
"","",93,"413701","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",94,"413702","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",95,"413703","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",96,"413704","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",97,"413705","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",98,"413706","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",99,"413707","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",100,"413708","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",101,"413710","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",102,"413711","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",103,"413712","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",104,"413713","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",105,"413714","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",106,"413715","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",107,"413716","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",108,"413717","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",109,"413718","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",110,"413719","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",111,"413720","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",112,"413721","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",113,"413722","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",114,"413723","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",115,"413725","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",116,"413726","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",117,"413728","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",118,"413736","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",119,"413737","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",120,"413738","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",121,"413739","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",122,"414002","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",123,"414005","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",124,"414006","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",125,"414101","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",126,"414102","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",127,"414103","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",128,"414105","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",129,"414106","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",130,"414110","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",131,"414111","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",132,"414113","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",133,"414201","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",134,"414301","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",135,"414302","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",136,"414303","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",137,"414304","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",138,"414305","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",139,"414306","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",140,"414401","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",141,"414402","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",142,"414403","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",143,"414501","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",144,"414502","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",145,"414503","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",146,"414504","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",147,"414505","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",148,"414601","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",149,"414602","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",150,"414603","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",151,"414604","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",152,"414605","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",153,"414606","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",154,"414607","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",155,"414609","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",156,"414701","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",157,"413201","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",158,"413204","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",159,"413205","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",160,"422601","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",161,"422602","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",162,"422603","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",163,"422604","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",164,"422608","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",165,"422610","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",166,"422611","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",167,"422620","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",168,"422622","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",169,"423107","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",170,"423601","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",171,"423602","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",172,"423603","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",173,"423604","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",174,"423605","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",175,"423607","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",176,"423109","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",177,"422605","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",178,"414001","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",179,"414003","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",180,"413709","AHMED NAGAR","INDIA","MAHARASHTRA","MH"
"","",181,"382130","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",182,"382213","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",183,"382418","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",184,"382427","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",185,"380001","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",186,"382115","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",187,"380003","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",188,"380005","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",189,"380019","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",190,"380026","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",191,"380008","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",192,"382424","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",193,"382345","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",194,"380002","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",195,"380006","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",196,"380014","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",197,"380016","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",198,"380018","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",199,"380021","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",200,"380022","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",201,"380023","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",202,"380024","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",203,"380027","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",204,"380028","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",205,"380049","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",206,"380050","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",207,"382270","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",208,"382330","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",209,"380051","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",210,"380052","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",211,"380055","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",212,"380060","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",213,"380061","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",214,"380063","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",215,"382120","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",216,"382140","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",217,"382145","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",218,"382150","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",219,"382210","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",220,"382220","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",221,"382225","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",222,"382230","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",223,"382240","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",224,"382250","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",225,"382260","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",226,"382265","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",227,"382340","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",228,"382350","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",229,"382405","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",230,"382415","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",231,"382425","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",232,"382428","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",233,"382430","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",234,"380015","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",235,"380009","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",236,"382110","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",237,"380059","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",238,"382433","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",239,"382435","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",240,"382443","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",241,"382445","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",242,"382449","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",243,"382455","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",244,"382460","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",245,"382463","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",246,"382465","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",247,"382470","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",248,"382475","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",249,"382481","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",250,"380013","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",251,"380054","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",252,"382480","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",253,"380064","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",254,"382440","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",255,"380007","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",256,"380081","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",257,"380058","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",258,"380004","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",259,"380443","AHMEDABAD","INDIA","GUJARAT","GJ"
"","",260,"796001","AIZAWL","INDIA","MIZORAM","MZ"
"","",261,"796004","AIZAWL","INDIA","MIZORAM","MZ"
"","",262,"796005","AIZAWL","INDIA","MIZORAM","MZ"
"","",263,"796007","AIZAWL","INDIA","MIZORAM","MZ"
"","",264,"796008","AIZAWL","INDIA","MIZORAM","MZ"
"","",265,"796009","AIZAWL","INDIA","MIZORAM","MZ"
"","",266,"796012","AIZAWL","INDIA","MIZORAM","MZ"
"","",267,"796014","AIZAWL","INDIA","MIZORAM","MZ"
"","",268,"796015","AIZAWL","INDIA","MIZORAM","MZ"
"","",269,"796017","AIZAWL","INDIA","MIZORAM","MZ"
"","",270,"796036","AIZAWL","INDIA","MIZORAM","MZ"
"","",271,"796111","AIZAWL","INDIA","MIZORAM","MZ"
"","",272,"796161","AIZAWL","INDIA","MIZORAM","MZ"
"","",273,"796190","AIZAWL","INDIA","MIZORAM","MZ"
"","",274,"796025","AIZAWL","INDIA","MIZORAM","MZ"
"","",275,"796230","AIZAWL","INDIA","MIZORAM","MZ"
"","",276,"796261","AIZAWL","INDIA","MIZORAM","MZ"
"","",277,"796421","AIZAWL","INDIA","MIZORAM","MZ"
"","",278,"305416","AJMER","INDIA","RAJASTHAN","RJ"
"","",279,"305001","AJMER","INDIA","RAJASTHAN","RJ"
"","",280,"305005","AJMER","INDIA","RAJASTHAN","RJ"
"","",281,"305022","AJMER","INDIA","RAJASTHAN","RJ"
"","",282,"305901","AJMER","INDIA","RAJASTHAN","RJ"
"","",283,"305002","AJMER","INDIA","RAJASTHAN","RJ"
"","",284,"305818","AJMER","INDIA","RAJASTHAN","RJ"
"","",285,"305024","AJMER","INDIA","RAJASTHAN","RJ"
"","",286,"305025","AJMER","INDIA","RAJASTHAN","RJ"
"","",287,"305201","AJMER","INDIA","RAJASTHAN","RJ"
"","",288,"305202","AJMER","INDIA","RAJASTHAN","RJ"
"","",289,"305203","AJMER","INDIA","RAJASTHAN","RJ"
"","",290,"305204","AJMER","INDIA","RAJASTHAN","RJ"
"","",291,"305205","AJMER","INDIA","RAJASTHAN","RJ"
"","",292,"305206","AJMER","INDIA","RAJASTHAN","RJ"
"","",293,"305207","AJMER","INDIA","RAJASTHAN","RJ"
"","",294,"305401","AJMER","INDIA","RAJASTHAN","RJ"
"","",295,"305402","AJMER","INDIA","RAJASTHAN","RJ"
"","",296,"305403","AJMER","INDIA","RAJASTHAN","RJ"
"","",297,"305404","AJMER","INDIA","RAJASTHAN","RJ"
"","",298,"305405","AJMER","INDIA","RAJASTHAN","RJ"
"","",299,"305406","AJMER","INDIA","RAJASTHAN","RJ"
"","",300,"305407","AJMER","INDIA","RAJASTHAN","RJ"
"","",301,"305408","AJMER","INDIA","RAJASTHAN","RJ"
"","",302,"305412","AJMER","INDIA","RAJASTHAN","RJ"
"","",303,"305415","AJMER","INDIA","RAJASTHAN","RJ"
"","",304,"305621","AJMER","INDIA","RAJASTHAN","RJ"
"","",305,"305622","AJMER","INDIA","RAJASTHAN","RJ"
"","",306,"305623","AJMER","INDIA","RAJASTHAN","RJ"
"","",307,"305624","AJMER","INDIA","RAJASTHAN","RJ"
"","",308,"305625","AJMER","INDIA","RAJASTHAN","RJ"
"","",309,"305627","AJMER","INDIA","RAJASTHAN","RJ"
"","",310,"305628","AJMER","INDIA","RAJASTHAN","RJ"
"","",311,"305629","AJMER","INDIA","RAJASTHAN","RJ"
"","",312,"305630","AJMER","INDIA","RAJASTHAN","RJ"
"","",313,"305631","AJMER","INDIA","RAJASTHAN","RJ"
"","",314,"305801","AJMER","INDIA","RAJASTHAN","RJ"
"","",315,"305802","AJMER","INDIA","RAJASTHAN","RJ"
"","",316,"305811","AJMER","INDIA","RAJASTHAN","RJ"
"","",317,"305812","AJMER","INDIA","RAJASTHAN","RJ"
"","",318,"305813","AJMER","INDIA","RAJASTHAN","RJ"
"","",319,"305814","AJMER","INDIA","RAJASTHAN","RJ"
"","",320,"305815","AJMER","INDIA","RAJASTHAN","RJ"
"","",321,"305816","AJMER","INDIA","RAJASTHAN","RJ"
"","",322,"305817","AJMER","INDIA","RAJASTHAN","RJ"
"","",323,"305819","AJMER","INDIA","RAJASTHAN","RJ"
"","",324,"305922","AJMER","INDIA","RAJASTHAN","RJ"
"","",325,"305923","AJMER","INDIA","RAJASTHAN","RJ"
"","",326,"305924","AJMER","INDIA","RAJASTHAN","RJ"
"","",327,"305925","AJMER","INDIA","RAJASTHAN","RJ"
"","",328,"305926","AJMER","INDIA","RAJASTHAN","RJ"
"","",329,"305927","AJMER","INDIA","RAJASTHAN","RJ"
"","",330,"305601","AJMER","INDIA","RAJASTHAN","RJ"
"","",331,"305023","AJMER","INDIA","RAJASTHAN","RJ"
"","",332,"305006","AJMER","INDIA","RAJASTHAN","RJ"
"","",333,"305003","AJMER","INDIA","RAJASTHAN","RJ"
"","",334,"305004","AJMER","INDIA","RAJASTHAN","RJ"
"","",335,"305007","AJMER","INDIA","RAJASTHAN","RJ"
"","",336,"305009","AJMER","INDIA","RAJASTHAN","RJ"
"","",337,"305012","AJMER","INDIA","RAJASTHAN","RJ"
"","",338,"305021","AJMER","INDIA","RAJASTHAN","RJ"
"","",339,"305028","AJMER","INDIA","RAJASTHAN","RJ"
"","",340,"305008","AJMER","INDIA","RAJASTHAN","RJ"
"","",341,"444007","AKOLA","INDIA","MAHARASHTRA","MH"
"","",342,"444002","AKOLA","INDIA","MAHARASHTRA","MH"
"","",343,"444003","AKOLA","INDIA","MAHARASHTRA","MH"
"","",344,"444004","AKOLA","INDIA","MAHARASHTRA","MH"
"","",345,"444005","AKOLA","INDIA","MAHARASHTRA","MH"
"","",346,"444006","AKOLA","INDIA","MAHARASHTRA","MH"
"","",347,"444101","AKOLA","INDIA","MAHARASHTRA","MH"
"","",348,"444102","AKOLA","INDIA","MAHARASHTRA","MH"
"","",349,"444103","AKOLA","INDIA","MAHARASHTRA","MH"
"","",350,"444104","AKOLA","INDIA","MAHARASHTRA","MH"
"","",351,"444106","AKOLA","INDIA","MAHARASHTRA","MH"
"","",352,"444107","AKOLA","INDIA","MAHARASHTRA","MH"
"","",353,"444108","AKOLA","INDIA","MAHARASHTRA","MH"
"","",354,"444109","AKOLA","INDIA","MAHARASHTRA","MH"
"","",355,"444111","AKOLA","INDIA","MAHARASHTRA","MH"
"","",356,"444117","AKOLA","INDIA","MAHARASHTRA","MH"
"","",357,"444126","AKOLA","INDIA","MAHARASHTRA","MH"
"","",358,"444302","AKOLA","INDIA","MAHARASHTRA","MH"
"","",359,"444311","AKOLA","INDIA","MAHARASHTRA","MH"
"","",360,"440100","AKOLA","INDIA","MAHARASHTRA","MH"
"","",361,"444401","AKOLA","INDIA","MAHARASHTRA","MH"
"","",362,"444405","AKOLA","INDIA","MAHARASHTRA","MH"
"","",363,"444407","AKOLA","INDIA","MAHARASHTRA","MH"
"","",364,"444501","AKOLA","INDIA","MAHARASHTRA","MH"
"","",365,"444502","AKOLA","INDIA","MAHARASHTRA","MH"
"","",366,"440101","AKOLA","INDIA","MAHARASHTRA","MH"
"","",367,"444511","AKOLA","INDIA","MAHARASHTRA","MH"
"","",368,"444115","AKOLA","INDIA","MAHARASHTRA","MH"
"","",369,"444125","AKOLA","INDIA","MAHARASHTRA","MH"
"","",370,"444178","AKOLA","INDIA","MAHARASHTRA","MH"
"","",371,"444208","AKOLA","INDIA","MAHARASHTRA","MH"
"","",372,"444999","AKOLA","INDIA","MAHARASHTRA","MH"
"","",373,"444001","AKOLA","INDIA","MAHARASHTRA","MH"
"","",374,"688002","ALAPPUZHA","INDIA","KERALA","KL"
"","",375,"689506","ALAPPUZHA","INDIA","KERALA","KL"
"","",376,"689512","ALAPPUZHA","INDIA","KERALA","KL"
"","",377,"689521","ALAPPUZHA","INDIA","KERALA","KL"
"","",378,"688545","ALAPPUZHA","INDIA","KERALA","KL"
"","",379,"688563","ALAPPUZHA","INDIA","KERALA","KL"
"","",380,"689516","ALAPPUZHA","INDIA","KERALA","KL"
"","",381,"690552","ALAPPUZHA","INDIA","KERALA","KL"
"","",382,"690564","ALAPPUZHA","INDIA","KERALA","KL"
"","",383,"690101","ALAPPUZHA","INDIA","KERALA","KL"
"","",384,"690549","ALAPPUZHA","INDIA","KERALA","KL"
"","",385,"688508","ALAPPUZHA","INDIA","KERALA","KL"
"","",386,"688557","ALAPPUZHA","INDIA","KERALA","KL"
"","",387,"690567","ALAPPUZHA","INDIA","KERALA","KL"
"","",388,"689508","ALAPPUZHA","INDIA","KERALA","KL"
"","",389,"690548","ALAPPUZHA","INDIA","KERALA","KL"
"","",390,"690558","ALAPPUZHA","INDIA","KERALA","KL"
"","",391,"690559","ALAPPUZHA","INDIA","KERALA","KL"
"","",392,"690571","ALAPPUZHA","INDIA","KERALA","KL"
"","",393,"690572","ALAPPUZHA","INDIA","KERALA","KL"
"","",394,"688561","ALAPPUZHA","INDIA","KERALA","KL"
"","",395,"689571","ALAPPUZHA","INDIA","KERALA","KL"
"","",396,"689572","ALAPPUZHA","INDIA","KERALA","KL"
"","",397,"689573","ALAPPUZHA","INDIA","KERALA","KL"
"","",398,"689574","ALAPPUZHA","INDIA","KERALA","KL"
