"created_at","modified_at","id","pincode","district","country","idirect_state","cersai_state"
"","",3273,"127111","BHIWANI","INDIA","HARYANA","HR"
"","",3274,"127201","BHIWANI","INDIA","HARYANA","HR"
"","",3275,"127309","BHIWANI","INDIA","HARYANA","HR"
"","",3276,"127311","BHIWANI","INDIA","HARYANA","HR"
"","",3277,"127020","BHIWANI","INDIA","HARYANA","HR"
"","",3278,"127110","BHIWANI","INDIA","HARYANA","HR"
"","",3279,"802317","BHOJPUR","INDIA","BIHAR","BR"
"","",3280,"802318","BHOJPUR","INDIA","BIHAR","BR"
"","",3281,"802139","BHOJPUR","INDIA","BIHAR","BR"
"","",3282,"802182","BHOJPUR","INDIA","BIHAR","BR"
"","",3283,"802315","BHOJPUR","INDIA","BIHAR","BR"
"","",3284,"802154","BHOJPUR","INDIA","BIHAR","BR"
"","",3285,"802159","BHOJPUR","INDIA","BIHAR","BR"
"","",3286,"802164","BHOJPUR","INDIA","BIHAR","BR"
"","",3287,"802155","BHOJPUR","INDIA","BIHAR","BR"
"","",3288,"802162","BHOJPUR","INDIA","BIHAR","BR"
"","",3289,"802112","BHOJPUR","INDIA","BIHAR","BR"
"","",3290,"802151","BHOJPUR","INDIA","BIHAR","BR"
"","",3291,"802301","BHOJPUR","INDIA","BIHAR","BR"
"","",3292,"808182","BHOJPUR","INDIA","BIHAR","BR"
"","",3293,"802183","BHOJPUR","INDIA","BIHAR","BR"
"","",3294,"802201","BHOJPUR","INDIA","BIHAR","BR"
"","",3295,"802202","BHOJPUR","INDIA","BIHAR","BR"
"","",3296,"802203","BHOJPUR","INDIA","BIHAR","BR"
"","",3297,"802204","BHOJPUR","INDIA","BIHAR","BR"
"","",3298,"802205","BHOJPUR","INDIA","BIHAR","BR"
"","",3299,"802206","BHOJPUR","INDIA","BIHAR","BR"
"","",3300,"802207","BHOJPUR","INDIA","BIHAR","BR"
"","",3301,"802208","BHOJPUR","INDIA","BIHAR","BR"
"","",3302,"802209","BHOJPUR","INDIA","BIHAR","BR"
"","",3303,"802210","BHOJPUR","INDIA","BIHAR","BR"
"","",3304,"802222","BHOJPUR","INDIA","BIHAR","BR"
"","",3305,"802223","BHOJPUR","INDIA","BIHAR","BR"
"","",3306,"802302","BHOJPUR","INDIA","BIHAR","BR"
"","",3307,"802311","BHOJPUR","INDIA","BIHAR","BR"
"","",3308,"802312","BHOJPUR","INDIA","BIHAR","BR"
"","",3309,"802313","BHOJPUR","INDIA","BIHAR","BR"
"","",3310,"802314","BHOJPUR","INDIA","BIHAR","BR"
"","",3311,"802316","BHOJPUR","INDIA","BIHAR","BR"
"","",3312,"802351","BHOJPUR","INDIA","BIHAR","BR"
"","",3313,"802352","BHOJPUR","INDIA","BIHAR","BR"
"","",3314,"801221","BHOJPUR","INDIA","BIHAR","BR"
"","",3315,"802138","BHOJPUR","INDIA","BIHAR","BR"
"","",3316,"802141","BHOJPUR","INDIA","BIHAR","BR"
"","",3317,"802173","BHOJPUR","INDIA","BIHAR","BR"
"","",3318,"802178","BHOJPUR","INDIA","BIHAR","BR"
"","",3319,"802184","BHOJPUR","INDIA","BIHAR","BR"
"","",3320,"802383","BHOJPUR","INDIA","BIHAR","BR"
"","",3321,"802506","BHOJPUR","INDIA","BIHAR","BR"
"","",3322,"802237","BHOJPUR","INDIA","BIHAR","BR"
"","",3323,"802152","BHOJPUR","INDIA","BIHAR","BR"
"","",3324,"802156","BHOJPUR","INDIA","BIHAR","BR"
"","",3325,"802157","BHOJPUR","INDIA","BIHAR","BR"
"","",3326,"802158","BHOJPUR","INDIA","BIHAR","BR"
"","",3327,"802160","BHOJPUR","INDIA","BIHAR","BR"
"","",3328,"802161","BHOJPUR","INDIA","BIHAR","BR"
"","",3329,"802163","BHOJPUR","INDIA","BIHAR","BR"
"","",3330,"802165","BHOJPUR","INDIA","BIHAR","BR"
"","",3331,"802166","BHOJPUR","INDIA","BIHAR","BR"
"","",3332,"508252","BHONGIR","INDIA","TELANGANA","TS"
"","",3333,"508253","BHONGIR","INDIA","TELANGANA","TS"
"","",3334,"462010","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3335,"462036","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3336,"462045","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3337,"462420","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3338,"462101","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3339,"462042","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3340,"462023","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3341,"462026","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3342,"462030","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3343,"462001","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3344,"462039","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3345,"462016","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3346,"462022","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3347,"462024","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3348,"462041","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3349,"462066","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3350,"462100","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3351,"462120","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3352,"463106","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3353,"463111","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3354,"462002","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3355,"462004","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3356,"462008","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3357,"462011","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3358,"462020","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3359,"462027","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3360,"462031","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3361,"462033","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3362,"462037","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3363,"462038","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3364,"462040","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3365,"462043","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3366,"462044","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3367,"462047","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3368,"462007","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3369,"462012","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3370,"462013","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3371,"462015","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3372,"462003","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3373,"462006","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3374,"402049","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3375,"463020","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3376,"462032","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3377,"462025","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3378,"462017","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3379,"462018","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3380,"462021","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3381,"462051","BHOPAL","INDIA","MADHYA PRADESH","MP"
"","",3382,"128201","BHWANI","INDIA","HARYANA","HR"
"","",3383,"431553","BID","INDIA","MAHARASHTRA","MH"
"","",3384,"419202","BID","INDIA","MAHARASHTRA","MH"
"","",3385,"433113","BID","INDIA","MAHARASHTRA","MH"
"","",3386,"413122","BID","INDIA","MAHARASHTRA","MH"
"","",3387,"413247","BID","INDIA","MAHARASHTRA","MH"
"","",3388,"431630","BID","INDIA","MAHARASHTRA","MH"
"","",3389,"585226","BIDAR","INDIA","KARNATAKA","KA"
"","",3390,"585227","BIDAR","INDIA","KARNATAKA","KA"
"","",3391,"585404","BIDAR","INDIA","KARNATAKA","KA"
"","",3392,"585326","BIDAR","INDIA","KARNATAKA","KA"
"","",3393,"585327","BIDAR","INDIA","KARNATAKA","KA"
"","",3394,"585328","BIDAR","INDIA","KARNATAKA","KA"
"","",3395,"585329","BIDAR","INDIA","KARNATAKA","KA"
"","",3396,"585330","BIDAR","INDIA","KARNATAKA","KA"
"","",3397,"585331","BIDAR","INDIA","KARNATAKA","KA"
"","",3398,"585353","BIDAR","INDIA","KARNATAKA","KA"
"","",3399,"585401","BIDAR","INDIA","KARNATAKA","KA"
"","",3400,"585402","BIDAR","INDIA","KARNATAKA","KA"
"","",3401,"585411","BIDAR","INDIA","KARNATAKA","KA"
"","",3402,"585412","BIDAR","INDIA","KARNATAKA","KA"
"","",3403,"585413","BIDAR","INDIA","KARNATAKA","KA"
"","",3404,"585414","BIDAR","INDIA","KARNATAKA","KA"
"","",3405,"585415","BIDAR","INDIA","KARNATAKA","KA"
"","",3406,"585416","BIDAR","INDIA","KARNATAKA","KA"
"","",3407,"585417","BIDAR","INDIA","KARNATAKA","KA"
"","",3408,"585418","BIDAR","INDIA","KARNATAKA","KA"
"","",3409,"585419","BIDAR","INDIA","KARNATAKA","KA"
"","",3410,"585421","BIDAR","INDIA","KARNATAKA","KA"
"","",3411,"585436","BIDAR","INDIA","KARNATAKA","KA"
"","",3412,"585437","BIDAR","INDIA","KARNATAKA","KA"
"","",3413,"585443","BIDAR","INDIA","KARNATAKA","KA"
"","",3414,"585444","BIDAR","INDIA","KARNATAKA","KA"
"","",3415,"585428","BIDAR","INDIA","KARNATAKA","KA"
"","",3416,"585257","BIDAR","INDIA","KARNATAKA","KA"
"","",3417,"585260","BIDAR","INDIA","KARNATAKA","KA"
"","",3418,"585429","BIDAR","INDIA","KARNATAKA","KA"
"","",3419,"585403","BIDAR","INDIA","KARNATAKA","KA"
"","",3420,"585445","BIDAR","INDIA","KARNATAKA","KA"
"","",3421,"585447","BIDAR","INDIA","KARNATAKA","KA"
"","",3422,"586245","BIJAPUR","INDIA","KARNATAKA","KA"
"","",3423,"494112","BIJAPUR","INDIA","CHATTISGARH","CG"
"","",3424,"494443","BIJAPUR","INDIA","CHATTISGARH","CG"
"","",3425,"494452","BIJAPUR","INDIA","CHATTISGARH","CG"
"","",3426,"494559","BIJAPUR","INDIA","CHATTISGARH","CG"
"","",3427,"495494","BIJAPUR","INDIA","CHATTISGARH","CG"
"","",3428,"494444","BIJAPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3429,"494446","BIJAPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3430,"494447","BIJAPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3431,"494448","BIJAPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3432,"494450","BIJAPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3433,"586113","BIJAPUR(KAR)","INDIA","KARNATAKA","KA"
"","",3434,"586125","BIJAPUR(KAR)","INDIA","KARNATAKA","KA"
"","",3435,"244567","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3436,"246701","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3437,"246767","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3438,"246721","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3439,"246722","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3440,"246723","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3441,"246724","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3442,"246725","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3443,"246726","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3444,"246727","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3445,"246728","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3446,"246729","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3447,"246731","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3448,"246732","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3449,"246733","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3450,"246734","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3451,"246735","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3452,"246736","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3453,"246737","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3454,"246745","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3455,"246746","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3456,"246747","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3457,"246749","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3458,"246762","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3459,"246763","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3460,"246764","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3461,"240701","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3462,"240763","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3463,"246768","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3464,"246739","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3465,"244676","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3466,"246262","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3467,"276747","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3468,"246375","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3469,"246738","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3470,"246741","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3471,"246760","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3472,"246704","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3473,"246274","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3474,"246765","BIJNOR","INDIA","UTTAR PRADESH","UP"
"","",3475,"334002","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3476,"339001","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3477,"334001","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3478,"334803","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3479,"334005","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3480,"334003","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3481,"334004","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3482,"334021","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3483,"334022","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3484,"334023","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3485,"334201","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3486,"334302","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3487,"334303","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3488,"334305","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3489,"334401","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3490,"334403","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3491,"334601","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3492,"334602","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3493,"334603","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3494,"334604","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3495,"334801","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3496,"334802","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3497,"334804","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3498,"334808","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3499,"334006","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3500,"334202","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3501,"334402","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3502,"331801","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3503,"331803","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3504,"331811","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3505,"331804","BIKANER","INDIA","RAJASTHAN","RJ"
"","",3506,"174209","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3507,"170400","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3508,"170428","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3509,"174007","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3510,"174019","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3511,"174022","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3512,"170417","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3513,"495002","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3514,"495111","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3515,"495114","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3516,"491670","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3517,"174000","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3518,"495012","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3519,"495029","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3520,"174202","BILASPUR","INDIA","HIMACHAL PRADESH","HP"
"","",3521,"175403","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3522,"491669","BILASPUR","INDIA","CHATTISGARH","CG"
"","",3523,"174201","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3524,"174011","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3525,"174001","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3526,"174002","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3527,"174003","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3528,"174004","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3529,"174005","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3530,"174012","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3531,"174013","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3532,"174015","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3533,"174017","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3534,"174021","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3535,"174023","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3536,"174024","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3537,"174026","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3538,"174027","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3539,"174028","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3540,"174029","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3541,"174030","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3542,"174031","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3543,"174032","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3544,"174033","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3545,"174034","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3546,"174035","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3547,"174036","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3548,"174310","BILASPUR HP","INDIA","HIMACHAL PRADESH","HP"
"","",3549,"495224","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3550,"495223","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3551,"495006","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3552,"495003","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3553,"495004","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3554,"495009","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3555,"495112","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3556,"495113","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3557,"495116","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3558,"495119","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3559,"495220","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3560,"495222","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3561,"495330","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3562,"495442","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3563,"495550","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3564,"495551","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3565,"495001","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3566,"495555","BILASPUR(CGH)","INDIA","CHATTISGARH","CG"
"","",3567,"731247","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3568,"731253","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3569,"731122","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3570,"731136","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3571,"731139","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3572,"731140","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3573,"731144","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3574,"731146","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3575,"731147","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3576,"731203","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3577,"731217","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3578,"731239","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3579,"731246","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3580,"731249","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3581,"731251","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3582,"731252","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3583,"731254","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3584,"731255","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3585,"731131","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3586,"731221","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3587,"731302","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3588,"731303","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3589,"731304","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3590,"731101","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3591,"731102","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3592,"731103","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3593,"731104","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3594,"731121","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3595,"731123","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3596,"731124","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3597,"731125","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3598,"731126","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3599,"731127","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3600,"731129","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3601,"731130","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3602,"731132","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3603,"731133","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3604,"731201","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3605,"731202","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3606,"731204","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3607,"731213","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3608,"731214","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3609,"731215","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3610,"731216","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3611,"731218","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3612,"731219","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3613,"731220","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3614,"731222","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3615,"731223","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3616,"731224","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3617,"731233","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3618,"731234","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3619,"731235","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3620,"731236","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3621,"731237","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3622,"731238","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3623,"731240","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3624,"731241","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3625,"731242","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3626,"731243","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3627,"731244","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3628,"731245","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3629,"731301","BIRBHUM","INDIA","WEST BENGAL","WB"
"","",3630,"795011","BISHNUPUR","INDIA","MANIPUR","MN"
"","",3631,"795124","BISHNUPUR","INDIA","MANIPUR","MN"
"","",3632,"795126","BISHNUPUR","INDIA","MANIPUR","MN"
"","",3633,"795133","BISHNUPUR","INDIA","MANIPUR","MN"
"","",3634,"795134","BISHNUPUR","INDIA","MANIPUR","MN"
"","",3635,"784166","BISWANATH","INDIA","ASSAM","AS"
"","",3636,"784167","BISWANATH","INDIA","ASSAM","AS"
"","",3637,"784168","BISWANATH","INDIA","ASSAM","AS"
"","",3638,"784169","BISWANATH","INDIA","ASSAM","AS"
"","",3639,"784170","BISWANATH","INDIA","ASSAM","AS"
"","",3640,"784171","BISWANATH","INDIA","ASSAM","AS"
"","",3641,"784172","BISWANATH","INDIA","ASSAM","AS"
"","",3642,"784173","BISWANATH","INDIA","ASSAM","AS"
"","",3643,"784174","BISWANATH","INDIA","ASSAM","AS"
"","",3644,"784175","BISWANATH","INDIA","ASSAM","AS"
"","",3645,"784176","BISWANATH","INDIA","ASSAM","AS"
"","",3646,"784177","BISWANATH","INDIA","ASSAM","AS"
"","",3647,"784178","BISWANATH","INDIA","ASSAM","AS"
"","",3648,"784179","BISWANATH","INDIA","ASSAM","AS"
"","",3649,"784184","BISWANATH","INDIA","ASSAM","AS"
"","",3650,"784189","BISWANATH","INDIA","ASSAM","AS"
"","",3651,"828403","BOKARO","INDIA","JHARKHAND","JH"
"","",3652,"829115","BOKARO","INDIA","JHARKHAND","JH"
"","",3653,"829123","BOKARO","INDIA","JHARKHAND","JH"
"","",3654,"629116","BOKARO","INDIA","JHARKHAND","JH"
"","",3655,"827004","BOKARO","INDIA","JHARKHAND","JH"
"","",3656,"827002","BOKARO","INDIA","JHARKHAND","JH"
"","",3657,"827001","BOKARO","INDIA","JHARKHAND","JH"
"","",3658,"827003","BOKARO","INDIA","JHARKHAND","JH"
"","",3659,"827006","BOKARO","INDIA","JHARKHAND","JH"
"","",3660,"827009","BOKARO","INDIA","JHARKHAND","JH"
"","",3661,"827010","BOKARO","INDIA","JHARKHAND","JH"
"","",3662,"827012","BOKARO","INDIA","JHARKHAND","JH"
"","",3663,"827014","BOKARO","INDIA","JHARKHAND","JH"
