"created_at";"modified_at";"id";"city";"city_desc";"state";"state_desc";"state_kra_code";"ucc_state_code";"idirect_state_code";"bse_code"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"MAHENDERGARH";"MAHENDERGARH";"HARYANA";"HARYANA";"6";"10";"HARYANA";"HA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";2;"DIMAPUR";"DIMAPUR";"NAGALAND";"NAGALAND";"18";"21";"NAGALAND";"NA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";3;"GHUZA";"GHUZA";"JAMMU AND KASHMIR";"JAMMU AND KASHMIR";"1";"12";"JAMMU AND KASHMIR";"JM"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";4;"BOLANGIR";"BOLANGIR";"ODISHA";"ODISHA";"21";"23";"ODISHA";"OR"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";5;"SANT KABEER NAGAR";"SANT KABEER NAGAR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";6;"KALAKADA";"KALAKADA";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";7;"CURTORIM";"CURTORIM";"GOA";"GOA";"30";"8";"GOA";"GO"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";8;"KASHIPUR";"KASHIPUR";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";9;"KOSUT";"KOSUT";"BIHAR";"BIHAR";"10";"5";"BIHAR";"BH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";10;"BELAPUR";"BELAPUR";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";11;"DUNDIGAL";"DUNDIGAL";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";12;"KAITHAL";"KAITHAL";"HARYANA";"HARYANA";"6";"10";"HARYANA";"HA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";13;"AMAIPAKKAM";"AMAIPAKKAM";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";14;"GONDIA";"GONDIA";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";15;"MAINPURI";"MAINPURI";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";16;"KARWAR";"KARWAR";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";17;"JYOTHINAGAR";"JYOTHINAGAR";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";18;"DAIPUR";"DAIPUR";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";19;"JHALAWAR";"JHALAWAR";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";20;"NORTH SIKKIM";"NORTH SIKKIM";"SIKKIM";"SIKKIM";"11";"27";"SIKKIM";"SI"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";21;"MOGALTUR";"MOGALTUR";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";22;"UDHAM SINGH NAGAR";"UDHAM SINGH NAGAR";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";23;"EAST GODAVARI";"EAST GODAVARI";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";24;"GAUTAM BUDDHA NAGAR";"GAUTAM BUDDHA NAGAR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";25;"BALIKUDA";"BALIKUDA";"ODISHA";"ODISHA";"21";"23";"ODISHA";"OR"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";26;"CONTAI";"CONTAI";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";27;"AURAI";"AURAI";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";28;"KANKROLI";"KANKROLI";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";29;"KOPPA";"KOPPA";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";30;"KOTHAPETA";"KOTHAPETA";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";31;"KRISHNANAGAR";"KRISHNANAGAR";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";32;"SRIRANGAPATNA";"SRIRANGAPATNA";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";33;"MINICOY";"MINICOY";"LAKSHADWEEP";"LAKSHADWEEP";"31";"36";"LAKSHADWEEP";"LD"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";34;"MARWAR";"MARWAR";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";35;"BIJURI";"BIJURI";"MADHYA PRADESH";"MADHYA PRADESH";"23";"16";"MADHYA PRADESH";"MP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";36;"RAMDURG";"RAMDURG";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";37;"NALAGARH_HIM";"NALAGARH";"HIMACHAL PRADESH";"HIMACHAL PRADESH";"2";"11";"HIMACHAL PRADESH";"HP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";38;"RUDRAPUR";"RUDRAPUR";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";39;"SHAMLI";"SHAMLI";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";40;"SIDDHARTH NAGAR";"SIDDHARTH NAGAR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";41;"SIRSAGANJ";"SIRSAGANJ";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";42;"SOUTH 24 PARGANAS";"SOUTH 24 PARGANAS";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";43;"VEERAPANDI_TAM";"VEERAPANDI";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";44;"TIRUKKOYILUR";"TIRUKKOYILUR";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";45;"T.P.GUDEM";"T P GUDEM";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";46;"UDVADA";"UDVADA";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";47;"VISAKHAPATNAM";"VISAKHAPATNAM";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";48;"YADGIR";"YADGIR";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";49;"DALTENGANJ";"DALTENGANJ";"JHARKHAND";"JHARKHAND";"20";"13";"JHARKHAND";"JK"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";50;"JAYAL";"JAYAL";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";51;"CTDOT1";".";"STDOT1";".";"";"37";"OTHERS";"OH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";52;"CTDOT2";".";"HIMACHAL PRADESH";"HIMACHAL PRADESH";"2";"11";"HIMACHAL PRADESH";"HP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";53;"CTDOT3";".";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";54;"CTDOT4";".";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";55;"CTDOT6";".";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";56;"CTDOT7";".";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";57;"CTDOT8";".";"MADHYA PRADESH";"MADHYA PRADESH";"23";"16";"MADHYA PRADESH";"MP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";58;"CTDOT9";".";"ANDAMAN AND NICOBAR";"ANDAMAN AND NICOBAR";"35";"1";"ANDAMAN AND NICOBAR";"AN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";59;"CTDOT10";".";"BIHAR";"BIHAR";"10";"5";"BIHAR";"BH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";60;"CTDOT11";".";"JAMMU AND KASHMIR";"JAMMU AND KASHMIR";"1";"12";"JAMMU AND KASHMIR";"JM"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";61;"CTDOT12";".";"LAKSHADWEEP";"LAKSHADWEEP";"31";"36";"LAKSHADWEEP";"LD"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";62;"CTDOT13";".";"MANIPUR";"MANIPUR";"14";"18";"MANIPUR";"MN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";63;"CTDOT14";".";"MEGHALAYA";"MEGHALAYA";"17";"19";"MEGHALAYA";"ME"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";64;"CTDOT15";".";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";65;"CTDOT16";".";"NAGALAND";"NAGALAND";"18";"21";"NAGALAND";"NA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";66;"CTDOT17";".";"KERALA";"KERALA";"32";"15";"KERALA";"KE"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";67;"CTDOT18";".";"HARYANA";"HARYANA";"6";"10";"HARYANA";"HA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";68;"CTDOT19";".";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";69;"MEWAT";"MEWAT";"HARYANA";"HARYANA";"6";"10";"HARYANA";"HA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";70;"LADNUN";"LADNUN";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";71;"DWARKA";"DWARKA";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";72;"PITHORAGARH_UTT";"PITHORAGARH";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";73;"SAWAI MADHOPUR";"SAWAI MADHOPUR";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";74;"SEHORE";"SEHORE";"MADHYA PRADESH";"MADHYA PRADESH";"23";"16";"MADHYA PRADESH";"MP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";75;"HINGOLI";"HINGOLI";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";76;"BISHRAMPUR";"BISHRAMPUR";"CHHATTISGARH";"CHHATTISGARH";"22";"7";"CHHATTISGARH";"CG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";77;"CHENNAGIRI";"CHENNAGIRI";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";78;"SIKANDARABAD";"SIKANDARABAD";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";79;"DOWLAISWARAM";"DOWLAISWARAM";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";80;"BALTANA";"BALTANA";"PUNJAB";"PUNJAB";"3";"25";"PUNJAB";"PU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";81;"BEHROR";"BEHROR";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";82;"MIRA ROAD";"MIRA ROAD";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";83;"KALLAKURICHI";"KALLAKURICHI";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";84;"MADURANTAKAM";"MADURANTAKAM";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";85;"BHONGIR";"BHONGIR";"TELANGANA";"TELANGANA";"37";"28";"TELANGANA";"TG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";86;"DHAMPUR";"DHAMPUR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";87;"HAMIRPUR_UTT";"HAMIRPUR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";88;"CHANDIGARH_CHA";"CHANDIGARH";"CHANDIGARH";"CHANDIGARH";"4";"6";"CHANDIGARH";"CH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";89;"DHOLKA";"DHOLKA";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";90;"PANDHARPUR";"PANDHARPUR";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";91;"KAVALI";"KAVALI";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";92;"KARAD";"KARAD";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";93;"SERAMPORE";"SERAMPORE";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";94;"CHIPLUN";"CHIPLUN";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";95;"GOKAK";"GOKAK";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";96;"MADANAPALLE";"MADANAPALLE";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";97;"NARASARAOPET";"NARASARAOPET";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";98;"LAWSPET";"LAWSPET";"PONDICHERRY";"PONDICHERRY";"34";"24";"PONDICHERRY";"PO"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";99;"PANJI";"PANJI";"GOA";"GOA";"30";"8";"GOA";"GO"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";100;"PATTAMBI";"PATTAMBI";"KERALA";"KERALA";"32";"15";"KERALA";"KE"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";101;"JANGAON";"JANGAON";"TELANGANA";"TELANGANA";"37";"28";"TELANGANA";"TG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";102;"TIRUCHENGODU";"TIRUCHENGODU";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";103;"DHARAPURAM";"DHARAPURAM";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";104;"WELLINGTON_TAM";"WELLINGTON";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";105;"AMTALA";"AMTALA";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";106;"MANMAD";"MANMAD";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";107;"BHAVANI";"BHAVANI";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";108;"TIRUPATI";"TIRUPATI";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";109;"THURAIYUR";"THURAIYUR";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";110;"MADANGANJ";"MADANGANJ";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";111;"KAMPTEE";"KAMPTEE";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";112;"SURYAPET";"SURYAPET";"TELANGANA";"TELANGANA";"37";"28";"TELANGANA";"TG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";113;"MANALI";"MANALI";"HIMACHAL PRADESH";"HIMACHAL PRADESH";"2";"11";"HIMACHAL PRADESH";"HP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";114;"UNJHA";"UNJHA";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";115;"GUDUR";"GUDUR";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";116;"BARUIPUR";"BARUIPUR";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";117;"DEOBAND";"DEOBAND";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";118;"MOHALI_CHA";"MOHALI";"CHANDIGARH";"CHANDIGARH";"4";"6";"CHANDIGARH";"CH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";119;"RANAGHAT";"RANAGHAT";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";120;"IGATPURI";"IGATPURI";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";121;"DERABASSI";"DERABASSI";"PUNJAB";"PUNJAB";"3";"25";"PUNJAB";"PU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";122;"NANGAL";"NANGAL";"PUNJAB";"PUNJAB";"3";"25";"PUNJAB";"PU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";123;"RAJARHAT";"RAJARHAT";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";124;"MANCHERIAL";"MANCHERIAL";"TELANGANA";"TELANGANA";"37";"28";"TELANGANA";"TG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";125;"SRI RANGAM";"SRI RANGAM";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";126;"CHANNAPATNA";"CHANNAPATNA";"KARNATAKA";"KARNATAKA";"29";"14";"KARNATAKA";"KA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";127;"MANGALAGIRI";"MANGALAGIRI";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";128;"MONGHYR";"MONGHYR";"BIHAR";"BIHAR";"10";"5";"BIHAR";"BH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";129;"RAMPURHAT";"RAMPURHAT";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";130;"DIAMOND HARBOUR";"DIAMOND HARBOUR";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";131;"QUILANDY";"QUILANDY";"KERALA";"KERALA";"32";"15";"KERALA";"KE"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";132;"REPALLE";"REPALLE";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";133;"BASIRHAT";"BASIRHAT";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";134;"KAMAREDDY";"KAMAREDDY";"TELANGANA";"TELANGANA";"37";"28";"TELANGANA";"TG"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";135;"MOHALI_HAR";"MOHALI";"HARYANA";"HARYANA";"6";"10";"HARYANA";"HA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";136;"ARAMBAGH";"ARAMBAGH";"WEST BENGAL";"WEST BENGAL";"19";"33";"WEST BENGAL";"WB"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";137;"VIZAG";"VIZAG";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";138;"BANBASSA_UTT";"BANBASSA";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";139;"CATHEDRAL ROAD_TAM";"CATHEDRAL ROAD";"TAMILNADU";"TAMILNADU";"33";"29";"TAMILNADU";"TN"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";140;"CHANDANI_UTT";"CHANDANI";"UTTARAKHAND";"UTTARAKHAND";"5";"32";"UTTARAKHAND";"UC"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";141;"SHAHDOL";"SHAHDOL";"MADHYA PRADESH";"MADHYA PRADESH";"23";"16";"MADHYA PRADESH";"MP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";142;"DHAR";"DHAR";"MADHYA PRADESH";"MADHYA PRADESH";"23";"16";"MADHYA PRADESH";"MP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";143;"GORAD";"GORAD";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";144;"VETLAPALEM";"VETLAPALEM";"ANDHRA PRADESH";"ANDHRA PRADESH";"28";"3";"ANDHRA PRADESH";"AP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";145;"WASHIM";"WASHIM";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";146;"BOISAR";"BOISAR";"MAHARASHTRA";"MAHARASHTRA";"27";"17";"MAHARASHTRA";"MA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";147;"BORSAD";"BORSAD";"GUJARAT";"GUJARAT";"24";"9";"GUJARAT";"GU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";148;"AKHNOOR";"AKHNOOR";"JAMMU AND KASHMIR";"JAMMU AND KASHMIR";"1";"12";"JAMMU AND KASHMIR";"JM"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";149;"BASUGAON";"BASUGAON";"ASSAM";"ASSAM";"13";"4";"ASSAM";"AS"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";150;"BEGUN";"BEGUN";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";151;"RAMPURA PHUL";"RAMPURA PHUL";"PUNJAB";"PUNJAB";"3";"25";"PUNJAB";"PU"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";152;"JAMALPUR";"JAMALPUR";"BIHAR";"BIHAR";"10";"5";"BIHAR";"BH"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";153;"KHERWARA CHHAONI";"KHERWARA CHHAONI";"RAJASTHAN";"RAJASTHAN";"8";"26";"RAJASTHAN";"RA"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";154;"GODDA";"GODDA";"JHARKHAND";"JHARKHAND";"20";"13";"JHARKHAND";"JK"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";155;"GHAZIPUR";"GHAZIPUR";"UTTAR PRADESH";"UTTAR PRADESH";"9";"31";"UTTAR PRADESH";"UP"
"0000-00-00 00:00:00";"0000-00-00 00:00:00";156;"DIGBOI";"DIGBOI";"ASSAM";"ASSAM";"13";"4";"ASSAM";"AS"
